set_name,image_path,image_description
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/igralište_25161.png,igralište
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pasulj_25327.png,pasulj
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/brada_26481.png,brada
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/dobro_24820.png,dobro
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pokupiti_igračke_25164.png,pokupiti igračke
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/haljina_24791.png,haljina
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/niko_25137.png,niko
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/namještaj_i_tehnika_25415.png,namještaj i tehnika
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljuljanje_25182.png,ljuljanje
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/suv_25318.png,suv
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/igrati_25405.png,igrati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/grudi_26480.png,grudi
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/suknja_24788.png,suknja
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/baba_24786.png,baba
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/četiri_sata_26492.png,četiri sata
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/piti_25275.png,piti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/đak_26569.png,đak
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/bioskop_26570.png,bioskop
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/lubenica_25042.png,lubenica
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pokazati_25277.png,pokazati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/čisto_25280.png,čisto
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/smijati_se_25397.png,smijati se
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/zub_25029.png,zub
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/drvene_bojice_26582.png,drvene bojice
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ključ_25392.png,ključ
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kola_hitne_pomoći_25284.png,kola hitne pomoći
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/žaba_25133.png,žaba
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/čaj_24686.png,čaj
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/trotinet_25287.png,trotinet
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/WC_šolja_25317.png,WC šolja
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljekar_24771.png,ljekar
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/žvake_25148.png,žvake
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sapun_25025.png,sapun
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/Možeš_li_mi_pomoći_24942.png,Možeš li mi pomoći?
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/voda_24682.png,voda
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/K_26612.png,K
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/hleb_24677.png,hleb
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/čekati_25023.png,čekati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/srećan_izgled_24779.png,srećan izgled
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/dječak_24775.png,dječak
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/leptir_25061.png,leptir
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/stomak_24809.png,stomak
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/žedan_sam_25074.png,žedan sam
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sunčati_se_26520.png,sunčati se
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pjevati_25366.png,pjevati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/greda_26519.png,greda
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/Nj_26617.png,Nj
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/viljuška_25326.png,viljuška
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/štap_25030.png,štap
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/spavati_24932.png,spavati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/usta_24812.png,usta
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kobasica_25328.png,kobasica
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/U_26624.png,U
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/tablet_24768.png,tablet
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/izduvati_nos_24943.png,izduvati nos
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/rođendan_25136.png,rođendan
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljekarka_24797.png,ljekarka
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/prikolica_25370.png,prikolica
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kokoška_25013.png,kokoška
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/stopalo_24810.png,stopalo
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljut_25152.png,ljut
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/atletika_trčanje_25311.png,"atletika, trčanje"
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/šargarepa_25309.png,šargarepa
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/S_26621.png,S
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/puno_26577.png,puno
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/malo_26576.png,malo
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/isto_26572.png,isto
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/da_24825.png,da
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/palačinke_26525.png,palačinke
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ranac_25036.png,ranac
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/oko_24806.png,oko
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/strunjača_26580.png,strunjača
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljuljaška_25167.png,ljuljaška
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/papuče_25307.png,papuče
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/Č_26601.png,Č
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/abeceda_26597.png,abeceda
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/godišnja_doba_26595.png,godišnja doba
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/Ž_26627.png,Ž
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/trčati_25179.png,trčati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kosa_25124.png,kosa
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/hrana_i_piće_25419.png,hrana i piće
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/odjeća_25305.png,odjeća
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljubav_24703.png,ljubav
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/majica_24787.png,majica
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/osjećanja_i_stanja_25409.png,osjećanja i stanja
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ne_24826.png,ne
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/keks_26524.png,keks
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kopati_25176.png,kopati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sudopera_26473.png,sudopera
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ljeto_24697.png,ljeto
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/preko_25386.png,preko
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/brat_25166.png,brat
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/tepih_25031.png,tepih
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/šuma_25162.png,šuma
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pasti_25065.png,pasti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/zvijezda_25390.png,zvijezda
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/tri_sata_26491.png,tri sata
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/burek_26565.png,burek
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/zubi_25373.png,zubi
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/frižider_26568.png,frižider
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/oči_24804.png,oči
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/bazen_za_plivanje_26515.png,bazen za plivanje
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/toalet_papir_25282.png,toalet papir
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/voz_25292.png,voz
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/trava_25012.png,trava
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/jedanaest_sati_26499.png,jedanaest sati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/vrat_25372.png,vrat
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pozorište_26571.png,pozorište
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ptica_25019.png,ptica
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/izaći_24926.png,izaći
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kolač_24683.png,kolač
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/rukomet_26513.png,rukomet
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/vrabac_26487.png,vrabac
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/spavaća_soba_26470.png,spavaća soba
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kiša_24696.png,kiša
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/palac_25028.png,palac
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/grašak_25371.png,grašak
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sve_26555.png,sve
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/zub_25367.png,zub
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/mokar_25319.png,mokar
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/gledati_24919.png,gledati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/telefon_25068.png,telefon
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/juče_25388.png,juče
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/so_25141.png,so
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/osam_sati_26496.png,osam sati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/šest_sati_26494.png,šest sati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/torta_24678.png,torta
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/prst_25050.png,prst
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/mlad_25321.png,mlad
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/dići_26536.png,dići
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/garaža_26533.png,garaža
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kišobran_25037.png,kišobran
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/u_25130.png,u
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/iza_24830.png,iza
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/leđa_25374.png,leđa
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kupaće_gaće_26522.png,kupaće gaće
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/poslije_25170.png,poslije
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/čistiti_25052.png,čistiti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/toplo_25322.png,toplo
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/dvanaest_sati_26500.png,dvanaest sati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/jastuk_26467.png,jastuk
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/konj_25017.png,konj
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/đed_24784.png,đed
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/gdje_26548.png,gdje
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/Čuješ_li_me_24945.png,Čuješ li me?
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pasti_25064.png,pasti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/šolja_25043.png,šolja
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ništa_26556.png,ništa
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/A_26598.png,A
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ormar_25033.png,ormar
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/složiti_25273.png,složiti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pet_sati_26493.png,pet sati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ispustiti_25053.png,ispustiti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/mjesec_25421.png,mjesec
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/vući_25125.png,vući
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/zdravlje_tijelo_i_higijena_25414.png,"zdravlje, tijelo i higijena"
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/deset_sati_26498.png,deset sati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/popraviti_25022.png,popraviti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/trčati_25178.png,trčati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sjutra_25389.png,sjutra
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/staviti_u_24917.png,staviti u
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/ručati_25146.png,ručati
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sendvič_24772.png,sendvič
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/slušalice_25376.png,slušalice
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/sestra_25165.png,sestra
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kapa_za_plivanje_26588.png,kapa za plivanje
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/knjiga_25286.png,knjiga
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/kupaći_kostim_26521.png,kupaći kostim
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/krava_25016.png,krava
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/voda_24780.png,voda
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/otvoriti_25362.png,otvoriti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/tašna_25300.png,tašna
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/J_26611.png,J
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/boljeti_26543.png,boljeti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/letjeti_25159.png,letjeti
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/pomfrit_24782.png,pomfrit
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/mačka_25018.png,mačka
Crna_Gora_Montenegro,images/globalsymbols_data/Crna_Gora_Montenegro/krevet_25034.png,krevet
